"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
0.0055,5.4571,6.3507,-1.8613,-1.2969,3.4194,2.2191,-4.2056,2.9478,-3.4423,-5.4193,-1.2132,-1.961,0.0987,2.4305,-0.2539,-0.174,-2.5103,-0.3689,0.5155,-4.8316,0.7761,-4.4176,-2.8652,1.3227,-6.7136,1.4626,-2.7943,2.5097,0.4472,-2.8935,5.0839,-2.2508,5.065,1.2998,2.51,-10.8833,-5.6278,5.5048,0.8647,0.7612,2.8653,-0.829,-6.4328,-0.633,3.8842,2.4498,-4.6678,-9.2073,-1.7376
-3.0594,1.6133,-7.057,7.3222,1.7273,-7.3995,4.4259,2.9949,1.6774,-4.5317,6.3184,-1.1591,-1.5475,-8.0673,5.8532,-6.162,0.4335,2.709,4.8849,5.4963,5.5677,2.8417,-1.2863,-7.536,3.0564,2.6449,-1.4986,-6.6004,0.7927,1.411,7.5442,1.5528,-1.1293,0.4517,-2.7312,-0.5696,-3.4653,-1.5034,6.7983,-0.664,-2.4803,-1.9682,4.868,5.7771,-2.3386,1.5867,3.0765,7.254,-2.7308,5.0545
2.3825,5.8983,5.2317,-1.5352,1.1014,1.2103,2.4391,-0.8709,3.0787,-1.9973,-0.6237,0.002,5.3957,-2.1388,3.7426,1.8403,0.6978,-1.2591,1.9959,0.1305,-3.8712,2.9852,0.7389,-3.3773,-1.9988,2.2987,4.995,-4.5227,4.3003,-1.7679,-1.4774,8.2292,-3.5152,7.0632,-1.3989,2.1772,-7.185,-6.4931,4.2909,3.1911,4.7535,1.7414,0.2833,-5.6125,-1.8335,2.8182,4.5401,-6.9873,-6.2704,-5.769
4.9958,4.7488,3.3824,-3.367,-0.9327,6.3479,1.3687,0.8483,5.0691,-0.0216,-1.8173,2.0857,3.2165,2.4762,2.5583,-2.2993,-5.6492,-1.8935,0.9674,-2.3637,-10.2622,4.7894,-2.7768,-2.3517,4.7781,-0.7103,6.7443,-0.0453,4.4043,1.175,4.396,2.6474,-7.1539,6.6174,0.5411,2.1477,-5.641,-9.5527,5.6765,2.4107,-0.7178,3.6463,-0.2721,-4.0604,-3.4584,0.288,5.0995,-5.8588,-10.129,-3.6475
3.2388,5.571,6.6805,-1.2952,-0.9818,2.0082,5.1399,-2.7016,6.176,-3.0771,-1.3912,-0.3508,1.3122,0.5944,3.6963,1.7471,0.5159,-3.0578,3.3679,-2.1385,-6.2047,4.5068,-3.2256,-2.118,-2.4063,-0.5811,4.3178,2.8911,3.6645,1.98,0.0211,5.3771,-3.6319,4.314,-0.5095,1.6395,-4.9334,-6.1455,2.9177,0.7541,1.1019,-1.7519,0.271,-9.6798,-1.223,1.4826,4.9942,-4.7162,-14.024,-6.2327
1.2079,2.9901,3.5414,-3.9848,-0.7271,7.4778,1.1475,-0.9829,-0.3129,-3.2775,-3.0096,0.7004,0.313,-1.3993,2.8714,0.7227,1.4245,1.0295,1.9015,-2.455,-8.4764,2.0917,0.158,-2.6234,-2.1809,-4.7054,3.7654,-4.6463,-3.0746,0.6333,-1.0496,0.0514,-2.7979,5.0913,-2.7489,-0.7567,-9.2794,-7.5148,8.558,1.9789,-0.4835,3.1208,3.1784,-4.6167,-0.0026,-1.5938,7.595,-4.672,-7.3473,-1.7496
2.9857,4.8213,7.1677,-3.8607,-3.48,5.1502,0.9673,-1.5372,0.752,-0.1169,-2.6514,-2.1737,4.3072,-0.1222,0.7465,-0.9293,-4.0019,0.9489,0.7237,-1.2379,-6.5178,6.8639,-1.8632,-0.1683,2.2021,-6.6061,2.8356,-0.3455,1.2026,1.0846,4.8363,5.1727,-2.9102,7.9113,0.3906,1.4589,-7.4956,-5.2211,3.3022,1.0465,4.3201,5.2406,1.2522,-5.6013,-4.5198,-0.8181,6.5188,-4.2202,-10.2166,-8.3951
-1.0782,1.385,-3.5267,6.4939,2.7697,-1.5353,2.8836,-0.6123,3.4371,-0.2221,7.8966,2.8972,-4.2318,-5.347,5.462,-3.9181,-2.1415,5.6581,4.4817,0.0066,3.5267,1.6139,0.3932,-6.3822,-1.7504,-1.7731,3.2215,-5.3061,-4.2738,2.3288,9.6315,-1.2512,2.5188,-0.5081,-7.9169,-5.6589,-7.5714,-1.5548,0.0529,4.0457,3.3279,-1.3952,3.9427,4.5165,-4.3877,-2.4202,0.0196,2.4405,0.6044,5.0011
9.0977,8.0671,7.4071,-0.0724,-3.2027,5.7376,-0.8682,0.299,7.2855,-3.7611,-4.4638,-3.5488,2.8288,0.2474,1.7465,0.0441,-0.3869,2.0609,-0.0486,-0.5266,-8.9383,4.8252,0.3507,-1.4429,-0.5438,-3.3223,5.876,0.1949,1.0256,3.8667,-1.3324,7.2361,-3.832,1.7014,-0.0558,-0.8687,-11.0473,-7.9373,7.7593,3.0737,-0.3756,6.0395,-4.1663,-7.3591,1.6386,1.8524,8.0622,-2.334,-13.4335,-3.8167
5.3677,-0.7689,4.7581,5.289,-6.5218,0.2755,-4.9722,2.1996,-5.8634,-2.9014,0.7664,2.5347,-0.0946,-3.8176,-5.1836,-3.1326,-3.4291,9.5593,1.3963,2.9043,-1.9497,-2.6574,-1.0764,-4.0627,-2.2196,-0.6918,-2.7128,-1.3018,2.6722,-3.3107,5.9448,1.4174,4.8569,-0.7127,-7.7756,3.0052,0.2602,1.0372,-2.3218,-2.7193,3.8981,-1.4785,6.1118,1.6639,-5.9073,-3.6027,4.4013,5.071,6.4775,1.6364
-1.9013,0.3909,-1.7058,7.1918,-2.7688,-1.1424,1.9369,2.2337,1.7522,-1.5375,6.9946,-1.4033,-0.6774,-9.27,9.4785,-1.0759,1.1587,3.3134,4.1202,1.9777,2.0584,3.9483,-2.4779,-10.6883,4.4924,-0.6674,-1.0763,-5.7655,-2.4603,2.5024,3.0972,1.2125,1.6572,1.7109,-3.4336,0.1026,-3.9365,0.507,6.4284,2.8691,-1.5364,-2.5922,2.1014,4.1422,-4.5776,-2.9515,0.6699,2.5406,-1.1315,3.576
-4.5853,1.7818,-1.2784,7.3171,0.142,-6.2119,1.1374,7.1923,7.4278,0.1378,3.7268,4.7367,-3.8399,-14.4217,5.6514,-0.6982,5.6573,0.9833,3.9503,5.2847,0.9201,3.1684,-2.2923,-9.9933,-0.1991,-2.1976,0.2849,-7.2334,1.2795,-1.9416,4.4557,0.3683,4.4719,-1.0056,-5.4876,-5.138,-0.3627,0.4215,6.1404,1.2818,-1.0099,-2.9401,6.1137,2.6937,1.732,-6.0829,1.1259,2.7248,-0.2577,4.5454
3.2288,0.2842,1.779,4.35,-0.71,0.7306,-1.3775,2.8852,-7.3769,-1.3748,3.4695,0.0471,1.6753,-5.4395,-4.0872,-4.8899,-2.7406,6.1169,-0.801,-2.7818,-1.4399,-3.1487,-2.3424,2.3372,-1.0706,-1.1303,-2.0986,-2.6911,1.6105,-7.3119,6.3894,1.1683,3.0942,-1.6404,-8.2602,-4.6493,6.0106,-0.1499,-2.699,5.2455,0.4326,-5.2904,9.6719,1.7504,-2.8867,-4.3867,-0.3668,4.6627,5.0164,-2.6389
-1.8374,-0.7416,7.0312,3.4119,-4.095,-0.8169,-3.3972,-0.4956,-4.0014,0.6476,-0.2442,1.5479,0.7347,-3.7898,-3.8012,-3.8635,-3.1447,8.8543,1.7712,-2.5001,1.8842,-1.0651,0.2412,-3.1703,-3.7005,-4.5809,-1.2512,-5.4701,0.0931,-3.1795,6.2592,-0.0566,0.2638,-0.7663,-11.4163,2.4001,2.1676,0.988,0.9519,-0.9462,1.4035,-5.1433,3.611,-1.2438,-6.7729,-5.0797,1.8445,6.3176,1.1124,0.7676
4.4493,-1.1511,1.1552,3.9022,-2.3557,1.2786,2.3423,4.263,-1.9879,-0.1959,-4.1788,0.4304,0.399,-3.7433,-2.2243,-2.2237,-7.6614,4.1883,1.5557,2.3272,0.3871,-2.042,-3.0034,-4.069,-0.9523,0.6534,0.6615,-2.7664,2.5567,-4.1727,5.92,-1.7017,3.3959,-1.3352,-8.4212,-1.4434,1.823,-0.5979,-2.5306,3.8535,1.9085,-4.8806,7.657,2.7213,-5.4794,-9.4853,-0.633,3.0454,1.6148,0.0315
1.2397,-0.1481,3.653,2.06,-3.3767,0.2357,-0.9964,-0.0924,-10.0871,-1.7075,2.849,3.5232,0.7855,-3.7036,-2.6592,-2.223,-5.4366,7.0225,-1.899,-2.4447,-3.2131,-1.7108,-0.047,0.9872,0.511,-0.2283,-1.2962,-4.11,0.5625,-3.0152,4.881,-1.2223,0.7635,-0.3111,-10.2211,-0.9372,3.7988,-0.7846,0.9014,0.8391,-0.7305,-2.6916,8.954,1.1317,-5.3605,-5.0631,3.5849,6.7429,4.4152,-2.8726
3.9164,-2.9831,3.2187,1.12,-2.8104,0.9496,-5.1323,2.0043,-3.9584,-4.6741,0.5685,2.0067,-2.0484,-6.3325,-5.2302,-1.8581,-3.114,9.8215,1.8468,1.8183,1.4962,-1.8406,-2.1069,-4.0484,-2.8821,0.1995,-3.3703,-0.9113,5.2596,0.4135,7.3561,1.144,4.2436,-2.1043,-5.72,2.3291,8.0186,-1.463,1.8987,-0.2626,-1.7369,0.2536,0.9354,1.602,-3.7039,-6.7107,2.0009,4.1918,1.5617,0.2083
3.8546,0.4778,-0.4285,4.0016,-4.1845,-3.2005,-0.5088,-0.8133,-3.3769,-0.9718,0.831,-1.7,2.2793,-5.6112,-2.0059,-2.2067,-7.2612,9.5285,1.646,-0.5228,0.5739,-1.6184,-0.4593,-0.5564,-2.4016,-1.2248,-3.2452,-1.5004,2.5488,-2.3759,4.7036,2.9628,3.8155,0.935,-10.5944,1.7454,3.6554,-1.4861,0.2483,1.8484,-1.0135,-2.0042,6.4431,-0.0711,-6.9963,-3.5857,3.762,4.9385,2.7983,2.0972
2.2727,-1.6789,5.9917,0.2001,0.0099,0.7283,-4.0966,4.3074,-6.648,-1.1398,1.5568,-0.8081,-2.0302,-0.7578,-3.8106,-2.8894,-7.271,10.2136,0.7078,1.1291,1.2257,-2.3446,-2.0336,-3.3038,-4.7753,-1.0579,-6.6604,-2.1927,3.6139,0.7606,9.242,-0.0643,2.0111,-2.1909,-7.2377,0.0823,2.8417,0.0513,-3.1207,-2.3666,-2.7698,-2.0598,5.3084,-2.7623,-10.2836,-6.5156,3.4278,2.7714,-0.9073,2.5689
4.4929,7.2986,6.3037,-3.9253,1.7528,4.6205,7.1601,-1.9726,-0.4557,-2.8247,-4.8468,-0.7435,2.372,2.0294,1.8746,0.6277,-0.6775,-1.3578,2.4071,-4.8886,-9.3659,0.3148,-2.69,-3.8427,-0.7705,-0.7617,6.1239,-5.7305,2.9667,1.1805,-2.7221,3.61,-3.981,5.7124,-0.6022,-1.5628,-6.7634,-6.2856,7.1632,2.9842,2.8059,2.7635,1.9858,-4.9225,2.123,-0.8502,4.0277,-6.6854,-8.7577,-7.2173
4.286,1.1466,4.8868,5.2631,2.8013,0.0686,-0.7812,2.7627,-1.4599,-0.75,-2.0636,4.9798,0.2479,-1.393,-2.8624,-3.6572,-8.5159,6.6952,0.5034,1.615,1.91,-3.6931,-2.19,-1.5287,-5.1238,-4.7667,-5.1228,-1.9799,2.0779,-3.1781,9.7085,-0.9651,0.7292,-2.6966,-6.8218,-0.1155,5.1018,3.7767,-3.4241,-1.6296,1.1132,-2.281,5.3353,4.048,-1.7472,-7.4325,2.8232,3.4137,4.7397,0.8072
1.9952,0.0479,3.9975,-0.213,-6.9667,0.7025,-5.9987,3.3637,-3.0375,-1.3102,-3.5126,1.8618,4.4459,-5.7517,-2.9008,-2.5137,-9.0095,9.8195,0.8103,-0.8505,-4.2225,-3.0729,-0.993,-1.4985,-3.8261,0.5387,-3.0795,-2.8527,8.2442,-5.3951,4.034,1.163,4.6354,-3.4595,-10.7507,-1.1841,4.4957,-3.1428,-2.0149,0.9896,-2.5119,-4.7517,5.131,-2.2171,-6.267,-6.1712,2.6023,5.3683,5.2962,0.4923
7.6943,5.9947,5.0016,-1.8638,1.1332,7.2382,0.8109,-4.3166,2.3051,-0.0044,-2.0147,-0.5278,-0.4716,0.2303,1.154,1.9323,-7.2113,-1.9749,1.1135,-3.4212,-6.8946,1.7831,-0.5145,1.6056,-2.2314,-3.907,2.4219,-4.5129,0.3006,-0.434,-2.2109,6.131,-3.4582,6.6588,-2.2388,0.8739,-7.9761,-7.6314,4.5739,1.3862,5.1326,4.3371,-0.3136,-3.8667,0.6834,-0.1049,5.0069,-8.7426,-11.6581,-4.2392
5.0228,8.5726,9.4393,-4.4217,-3.9115,5.8689,2.4564,0.6822,2.1357,-4.0395,-4.7216,-1.6516,4.4312,2.2923,2.2518,2.4063,-1.4991,-3.5092,2.0332,0.0307,-4.7275,3.4136,-1.7225,-1.9444,0.8888,-2.1691,7.7338,-4.3769,3.3187,3.1001,0.8241,6.6451,-5.8739,7.2551,1.4323,1.9567,-8.5055,-5.7825,5.0456,-0.5923,3.9808,2.0453,0.7969,-9.0867,0.1291,0.7389,4.4417,-5.3427,-13.0087,-4.793
-5.1487,-1.3645,-6.1796,4.5531,0.856,-3.0279,2.1172,4.9719,3.6052,0.404,6.8598,1.7218,-3.0144,-9.0099,9.8264,1.6137,-2.8837,2.4116,3.9491,2.2699,4.8968,3.0589,-2.7777,-8.1659,3.1087,0.2385,-0.4369,-4.9156,-2.1435,1.9422,3.196,-1.3313,3.5025,0.253,-4.0569,-2.2294,-0.9986,1.3949,2.8402,4.1814,-2.9802,2.6694,0.8262,-0.8335,-1.4947,-1.3923,0.4065,4.0884,1.5095,5.6986
-2.0962,-2.3215,-4.0167,7.554,2.6557,-0.9682,0.7624,4.742,3.7287,-2.2624,4.8968,3.2366,-4.4221,-5.4055,3.6575,0.9885,0.1417,2.3573,4.7472,3.187,1.9205,1.8402,-3.2531,-7.9714,1.4638,2.17,-0.6831,-6.3689,-4.1806,2.9617,7.2052,-2.1092,0.9185,-1.0717,-7.3406,-2.8294,-1.9347,-1.0972,2.1811,1.1522,-0.3659,1.635,2.624,-0.7608,0.8666,-3.803,-3.7667,8.0684,-1.9398,2.4651
3.8311,-0.2333,1.0894,0.8012,-3.4891,4.5136,-1.6076,-1.4259,-1.2325,-0.7001,-1.6729,0.3308,-0.2436,-3.9273,-3.5402,1.1838,-5.3388,7.1203,-1.3013,-1.9111,-1.8006,-0.9819,2.6083,-5.2175,-4.7419,1.2423,-6.8306,-5.1362,-0.5638,2.4109,5.1778,1.5347,2.962,0.8257,-5.599,3.7658,6.0371,-2.6406,-2.323,-0.0113,-1.1344,-1.0617,3.4205,-2.2867,-8.8143,-3.6463,3.9331,4.7456,5.1716,1.4786
2.7083,-2.3388,-0.2059,2.8634,-3.14,0.9292,-0.1021,6.2983,-1.6045,-1.4439,-0.3197,0.901,-0.5702,-6.8482,-6.4632,-0.7352,-2.2606,7.3421,-0.4227,-1.9942,4.1459,-0.3988,-1.8081,-0.5111,-1.942,-0.9634,-1.6491,-2.1104,0.4305,-3.0017,7.3402,1.5224,5.5462,-2.8982,-10.3271,-0.3812,3.3538,0.7909,-1.8462,1.0165,2.7631,-4.0568,7.1561,-4.9194,-7.358,-4.9143,5.9053,6.6996,8.2456,1.9014
0.8716,0.4113,1.2772,4.5608,-1.7692,4.1343,0.2506,5.2468,-6.9041,-3.3028,-2.9899,2.3775,2.9366,-8.8182,-4.1059,-1.7645,-1.5715,9.3104,-1.1986,0.8394,1.266,-3.1103,-1.8106,2.063,-3.3082,-3.2382,-0.9759,-2.1302,5.1349,0.9291,5.0816,2.1549,4.558,-1.7956,-9.9021,0.4101,5.4598,-0.2276,-2.1847,3.7429,0.274,-2.0352,1.9067,-1.884,-9.6341,-8.2404,2.6726,8.1668,6.0688,-1.1414
3.7971,3.7589,4.9236,-2.5546,-0.7968,3.2654,2.7853,-1.7611,4.0389,0.8999,-0.3437,3.0655,2.8777,-2.0558,-0.6307,-1.5043,3.2324,0.4995,-0.8662,1.553,-7.9088,0.7646,-0.1017,-3.5113,0.8144,-2.5372,2.6534,-5.9016,5.0601,3.5209,0.6247,7.4559,-3.0991,0.5978,-1.5775,1.7963,-9.2512,-10.9139,2.0579,1.355,4.3786,2.9864,1.0518,-0.0104,0.0156,2.4651,4.3587,-4.5659,-8.5133,-5.8016
-3.0557,1.2451,-4.7251,4.2102,-0.531,0.2252,3.8164,3.5493,3.2791,-3.7778,5.3414,-1.5803,-2.8858,-5.342,5.8653,1.2107,-0.0761,8.3914,6.6534,3.7374,5.8832,5.6609,0.9918,-9.4242,-0.9216,-0.3663,4.3421,-6.8574,0.5315,2.2907,6.0292,-1.6994,1.532,0.1002,-4.0884,-0.9452,-1.7692,-1.3933,2.4131,2.5656,-1.2022,1.0772,4.2352,-0.6567,-0.7697,-0.6903,-0.392,1.0557,-0.7238,6.2464
0.9231,7.259,7.5118,-2.5357,-0.9974,4.5446,0.957,2.3953,5.5523,-0.647,-5.0284,-0.29,3.1006,-0.6324,2.792,1.9022,-3.0057,-4.0221,1.633,0.4947,-6.4423,1.5421,-0.964,-0.888,1.1277,-1.2243,10.3805,1.0798,5.4772,-0.8076,-2.3497,4.3201,-7.8399,7.6801,-3.8829,-0.9493,-6.9473,-6.5087,5.131,2.5483,2.1832,1.7687,-1.1749,-6.6403,0.5652,-0.3065,5.5829,-9.6321,-11.2289,-7.9729
0.8588,-0.697,3.8015,-3.2224,2.2444,-0.0893,3.1307,-0.78,-0.189,-3.2918,-0.8485,0.4052,6.2452,-4.2496,-0.1187,1.4131,-0.6925,-3.7816,-0.7082,-0.8847,-6.8815,2.2723,-0.1319,-4.1025,1.4498,-2.5122,5.7469,-2.145,7.9957,1.5989,1.5437,8.7336,-3.2202,6.0609,-0.2295,3.1271,-4.0523,-10.1856,6.4872,-1.9629,3.9299,0.6513,-0.7803,-5.0363,-3.3848,-0.1056,9.3172,-6.0636,-6.1477,-3.7577
-3.1997,-1.0696,-3.6513,7.6891,0.8662,-4.7936,3.2966,2.2604,4.5264,1.2685,7.2529,0.8673,-2.9692,-9.9491,5.2245,-3.2574,0.7307,7.9684,6.2041,2.7366,1.6684,4.0831,1.1819,-12.2051,3.4153,1.9548,2.4745,-10.0247,-1.925,-1.5643,2.5868,-1.8802,-1.7843,2.3868,-5.4465,-4.1783,-1.9803,-0.521,6.6734,4.1441,-0.9429,-1.4654,4.1308,3.8154,-1.6848,-3.5829,-2.1875,4.5072,6.04,3.7472
4.4049,6.0727,6.8612,-1.8345,-5.3655,5.0137,1.8957,-0.9584,5.649,-0.3089,-4.3184,0.1641,4.0268,-1.4287,4.796,0.7783,-0.3403,0.8962,2.2376,-0.6128,-5.96,3.4274,-5.1847,-1.5531,0.3971,-1.4181,5.9906,0.0662,3.5633,2.649,3.2915,-0.0802,-6.2722,4.2323,0.3357,1.9418,-6.1264,-7.7808,3.9952,1.9248,0.4972,3.2383,3.5008,-5.4558,-1.0639,-0.8524,4.1426,-5.5173,-7.5452,-6.5742
-2.1,-0.8676,-5.7142,8.9001,1.7236,-4.8793,2.897,5.3339,2.018,-2.6502,6.0182,3.1245,-0.5994,-8.099,4.8403,-2.1912,-1.1018,3.0564,1.2586,0.6884,0.7962,2.3145,-0.1692,-8.5829,2.315,0.0345,-2.5054,-9.565,-3.7664,2.0869,3.8253,2.8275,-3.1473,0.4893,-2.5742,-2.7219,-1.5309,-0.09,6.4864,3.2889,1.1426,-4.2215,1.9866,-0.7971,-4.5733,-2.1491,3.1841,3.3694,-1.9087,7.015
0.5164,2.3254,-0.5613,3.8316,2.3505,-4.887,2.8521,2.6383,4.1757,-1.0004,6.4173,0.7997,-3.3244,-7.0968,2.3363,2.3008,-3.6502,4.0907,2.2637,4.4649,5.4521,8.7696,0.9497,-12.9239,0.2418,2.9972,-1.8711,-5.8097,-0.4179,0.3031,3.814,3.7123,6.2047,1.4647,-4.1497,-1.0719,-3.1327,0.6782,3.7096,4.6065,4.9702,-1.575,2.3101,-0.1135,0.5109,-2.5285,-1.3886,4.7665,1.4232,4.5055
-3.1227,2.2316,0.1739,7.4582,1.8036,-3.5892,2.7813,3.3266,1.8438,-2.4168,1.244,0.4837,-3.5852,-9.2401,5.8109,2.6296,4.6616,3.0919,2.3067,1.7496,2.6056,2.5647,0.9663,-8.0643,0.5863,-1.5896,-0.5504,-5.1835,-2.3629,3.4188,8.8168,-0.7921,-0.3326,-3.4247,-4.8289,-0.2479,2.1117,3.9466,4.4381,0.8701,-2.0234,0.0025,5.1151,2.7535,-6.7356,-3.3442,2.4237,2.3667,-3.6771,5.3108
-1.8972,3.3388,-1.4664,6.8212,3.1357,-8.239,1.847,4.4709,2.8707,-3.5092,7.4387,3.4571,-1.8506,-9.6545,3.0181,1.748,3.3472,3.341,4.1088,1.3356,2.914,1.5222,3.6419,-8.1745,0.8681,-0.8447,-3.2183,-6.4535,-3.4607,0.6407,4.6513,1.5447,-0.0176,-0.2355,-5.2945,0.3417,-2.4772,1.686,6.3712,4.0227,2.396,1.489,4.1038,1.981,0.1872,-1.4483,2.4333,3.2416,-0.0038,2.9757
-5.6131,-0.6562,-3.5192,5.6334,-1.7768,-4.5783,0.2804,2.9057,1.5399,-1.9735,3.2931,4.5663,-2.4078,-10.9365,2.1909,-1.6231,0.1263,2.6743,4.3803,0.9849,2.0455,2.3125,-0.8856,-3.2255,2.1557,2.6357,5.4189,-6.2185,-2.3576,1.4554,6.387,1.6199,0.6869,-0.3392,-0.5616,-3.6351,-0.9842,1.4198,6.3449,6.9143,-1.7606,-4.4114,2.0597,1.695,-3.6523,-3.0675,-0.0716,3.6222,-3.2508,1.038
0.8466,-1.9655,-6.0617,5.7369,1.6382,-5.0938,3.5364,4.1543,2.2344,0.461,5.4359,4.7627,-7.0335,-5.6161,7.23,0.9033,1.1283,3.9387,2.8571,5.4218,1.3692,0.235,1.0272,-6.3466,0.1603,-2.4016,0.1456,0.2325,-3.2991,2.8308,4.7343,-3.049,-1.1858,-0.2688,-8.9753,-1.4556,-1.1496,-2.9842,5.2387,1.2677,0.8258,-4.587,3.5343,2.4051,-0.5066,-0.5147,3.5014,2.2624,3.1692,4.5117
0.909,4.1584,5.7362,-3.3702,-2.8069,5.0231,5.5903,-1.3731,1.4942,-3.0787,-2.9079,-2.2094,2.7854,-1.9138,3.3181,2.7744,-0.7739,-1.9469,4.4808,-1.9099,-9.9221,3.4545,-2.0485,-4.5846,0.8386,-4.6091,6.2133,0.5002,1.3316,0.9256,2.693,3.6795,-4.9219,7.2942,2.7743,-1.1599,-4.5794,-7.7028,7.229,2.2205,2.5126,1.171,4.922,-8.5914,1.605,1.7581,5.8384,-2.6452,-8.395,-5.0292
3.6501,-2.9205,1.3636,3.3608,-6.131,2.1762,-2.7861,4.9074,-3.9184,-0.099,2.1336,0.9181,2.6932,-4.6113,-7.446,-2.7196,-2.5621,9.9821,1.1718,-4.51,-0.9966,0.7319,-3.8345,-1.4263,-0.2666,-3.0136,-3.8192,-1.6418,2.7405,-1.3907,5.1024,0.0257,4.9102,-5.8482,-10.3911,0.7183,6.888,0.9121,-3.1966,4.4934,0.4393,-5.0425,7.5712,4.0069,-9.3591,-4.5223,-1.5286,3.3553,4.7678,-0.5279
4.0205,-4.1309,2.5782,1.0325,-4.79,1.9976,-2.3973,1.2253,-5.8061,-0.8844,-4.3595,2.2096,2.047,-7.6784,-1.8266,-2.835,-7.1795,8.5524,-3.5638,-3.2019,-1.0433,-3.6081,0.0706,-0.8718,-4.1185,-0.6648,-3.579,-5.597,-0.022,-2.404,4.5046,-2.833,10.4079,-0.7632,-12.1059,-1.7255,3.432,-1.8821,-0.9978,-0.1154,0.6113,-4.9556,11.6096,-3.8013,-5.275,-5.475,3.8095,6.8608,6.2301,3.2612
0.8526,0.8173,-2.3315,3.2097,-1.0823,-1.1535,4.4957,3.3999,1.5619,4.9271,8.0148,3.476,-1.3537,-8.6079,4.5227,2.2999,1.3114,2.2708,6.8049,3.5468,2.3201,3.18,-4.2677,-10.5264,4.1834,2.6694,-1.34,-6.5069,-0.8801,-1.6806,4.5233,-0.4481,4.3978,0.7042,-6.7501,-2.7247,-2.3395,0.6491,4.5972,5.2536,0.0432,0.014,2.2371,5.4796,-1.8223,-4.2427,1.6214,5.4709,3.593,6.1681
-2.1376,0.4619,-2.3283,3.2322,1.5568,-5.1753,5.0487,1.7339,1.1773,-1.426,9.8846,0.4737,-1.6723,-8.574,2.4045,0.9149,2.217,3.1007,4.8868,-1.0179,3.1769,4.7049,0.1672,-2.9671,4.4985,-1.0809,-3.7458,-4.604,-5.6463,2.3606,7.2461,0.7662,0.9179,-1.6783,-4.7611,-3.4499,1.1079,-0.4187,2.839,7.143,0.6684,-3.0257,6.1589,2.8889,-4.3217,-2.9289,-2.2626,2.2352,0.146,6.0385
-5.1772,0.6297,-2.8135,5.1302,0.1995,-5.7524,1.8394,2.8298,5.1699,-0.9167,0.8054,0.9174,-3.8149,-11.4622,6.1579,-3.7136,-0.2275,3.608,-0.9816,2.5352,2.6185,5.3777,4.8756,-4.0641,2.4734,0.7271,-2.5994,-7.5426,4.4386,-1.4076,4.2499,-0.7306,0.0297,-0.4144,-3.2737,-3.674,-1.3182,0.0533,3.9035,0.5606,-3.1781,-4.6499,3.3995,2.2695,-5.8539,0.8605,3.935,4.6572,-2.8703,4.1094
5.5759,4.7945,1.8456,-3.5646,2.2918,1.3577,3.8793,-2.5959,2.2174,-2.2771,-2.7835,2.0652,0.4686,-2.1842,2.0165,3.7094,-2.9161,-0.2214,-1.2417,-1.9171,-7.7449,4.5001,1.2058,-2.4817,1.8663,-1.8795,3.547,-1.8925,0.2544,0.2436,-4.4892,8.6315,-4.7384,5.9444,0.0236,2.3126,-5.5069,-9.1613,7.233,5.1269,3.864,2.4114,-0.6819,-7.4073,-3.2363,1.2894,3.7681,-5.5511,-8.3648,-2.476
-3.5309,-1.7645,-2.1593,6.7711,1.0775,-3.6464,3.3005,4.8731,5.4631,0.0028,5.395,0.203,-0.7165,-4.9752,2.5645,-0.7841,2.3414,4.5825,6.9476,3.9123,4.0713,4.1488,3.2473,-6.9954,0.5318,-3.2644,2.4053,-3.4989,-3.3518,0.2286,6.366,-3.5367,3.8704,-3.5662,-10.2093,-4.4052,-0.9879,2.0982,4.4501,1.4603,-1.2751,0.281,2.9513,5.5495,1.1073,-2.4024,2.2975,-0.42,0.0288,-2.4349
2.6446,7.9925,5.2813,-7.7781,-4.3942,5.1984,-0.8462,-1.3592,6.0215,-2.4553,-3.9633,-2.6086,4.0134,2.6379,-0.1152,0.6743,-1.3399,-2.0962,-3.4889,-3.2373,-3.5728,2.1154,2.5299,1.8114,0.3341,-5.8507,4.0899,-1.1249,-0.2371,-2.347,2.8625,5.89,-3.0025,6.0603,0.0403,2.0198,-9.9057,-8.282,9.1839,0.8652,1.7953,3.0053,0.458,-4.4863,-0.5961,-1.7834,7.2591,-8.2353,-9.6375,-6.7528
-2.5301,1.4337,-4.9219,5.7337,3.2493,-2.2862,2.0833,2.8359,-2.6447,-0.2098,6.4069,1.6207,0.6133,-11.5177,1.4253,1.1709,0.9933,2.9931,6.8681,4.8493,5.894,1.0094,-0.6382,-9.7086,4.6975,-0.4354,-1.3989,-8.5825,-1.1768,0.1488,3.3797,-0.1038,1.1958,-1.0419,-5.0819,-1.6365,-1.0779,-1.2744,3.264,3.3218,-1.3391,-1.7734,2.0186,2.469,-1.9894,-2.9787,1.1307,6.4236,0.128,2.6299
